site,resolution,date,GPP,GPP.lower,GPP.upper,GPP.n_eff,GPP.Rhat,ER,ER.lower,ER.upper,ER.n_eff,ER.Rhat,K600,K600.lower,K600.upper,K600.n_eff,K600.Rhat,DO.obs,DO.sat,DO.amp,DO.psat,depth,temp.water,discharge,shortwave
NC_NHC,15min,2016-10-01,0.3564045954525268,-0.03749936106277572,0.7490627228047604,932.5224785683588,1.000169479594869,-8.607067176670288,-10.844151661958056,-6.401341347135051,405.43611827643673,1.004137050638472,13.445749569580808,10.101944624487476,16.847078469797992,426.98113604962344,1.003174677707761,7.515104166666666,8.758544886812956,0,85.80311300318344,0.44384376811068466,21.753125,1.335260906184126,261.5065034615944
NC_NHC,15min,2016-10-02,0.5428719633392689,0.1421142652104988,0.9537736669229994,948.112758414642,1.0046734893535554,-6.977175620789232,-8.979708607217212,-5.013414380456466,570.9723657187396,1.0074429646376666,10.991074246941563,8.156789114049587,14.205822106343929,612.0560050371286,1.0083269661734264,7.578645833333334,8.944201671202888,0,84.73250170257059,0.3963687485129586,20.662520833333332,0.9003747507592081,259.2201016504434
NC_NHC,15min,2016-10-03,0.5292502621834698,0.13463851722951703,0.9205235287345854,1354.6095334726326,0.999894581659466,-5.577164109682544,-7.368666395128681,-3.634569247484882,646.534967350873,1.0002138561380178,8.847690373439896,5.811695289248922,11.742754095426251,707.6431228137315,0.9997043909589528,7.5725,8.997569395928474,0,84.1616181746446,0.37357039203714204,20.37865625,0.7354140920069338,256.9284270035642
NC_NHC,15min,2016-10-04,0.5700886567727776,0.16486209667684543,0.9718057575981008,1298.8262394120368,1.0004065319519415,-5.556226956399556,-7.612872835966678,-3.6807884758905063,794.5283689517208,1.0042465715782365,8.250948834952176,5.306030726303536,11.246965985581404,831.5444277290352,1.005283796485205,7.513125,9.097849768076005,0,82.58132626418232,0.3587043091960518,20.0233125,0.6402823701184004,254.632154420622
NC_NHC,15min,2016-10-05,0.28998456664200956,-0.09496975963975966,0.6712180352980204,1886.348762334848,0.9996655419885916,-5.376006808769171,-7.478347940766927,-3.3920945364434663,734.4754955336938,1.0026479931536103,8.03448953521706,5.017173244331525,11.198443183620938,794.0383470392194,1.0021765152441588,7.4894791666666665,9.243060433125967,0,81.02813154640117,0.3490008679801893,19.294802083333334,0.5830841058595815,252.33224756920646
NC_NHC,15min,2016-10-06,0.5283554459693902,0.1415349513098952,0.8898711273932727,1417.4942763518454,1.0037122213139094,-4.296186432349864,-5.919739047812772,-2.623888956609177,366.01111549162795,1.0092317398822817,6.5034073651606334,3.9624212161017778,9.15299127038382,405.6257678954409,1.008440198304998,7.67859375,9.256011877277555,0,82.95790726943713,0.34839257220225656,19.17875,0.5795996755460139,250.02968043446023
NC_NHC,15min,2016-10-07,0.10807226597395182,-0.28001819867613587,0.5019517176364784,1297.6534156950013,1.0011341263925015,-6.055918723013924,-8.260058128251783,-3.9616098099889423,779.1880876824281,1.0141357782665592,8.918487457762305,5.870869798441266,11.955441907030204,803.6968963695764,1.0130201802768626,7.315625,9.082953441721797,0,80.54235934312159,0.35991585326676556,19.86869791666667,0.6486820380670347,247.76771612873165
NC_NHC,15min,2016-10-08,0.06598874749337616,-0.34757492763553743,0.479389010026626,1832.4241756782285,0.9989479373209218,-1.6180132140905443,-3.309730441026709,-0.06758240033134315,700.8808321896438,1.0056549460044863,1.9870230697367672,0.7838112285068204,3.371177687664057,760.9029676889907,1.0065872862821588,7.853229166666667,9.021382975644988,0,87.05127792344052,0.9754239217249575,19.81815625,29.077368271470217,245.51923638491323
NC_NHC,15min,2016-10-09,-0.24512795099925955,-0.614212374381948,0.14774720805997213,1902.3665742305257,1.0001996832902675,-7.227381658854467,-10.246743826208858,-4.502189377425132,434.1157222117421,1.0024329940585062,10.757327073953832,7.097677616958245,15.018494832015236,427.1630556302386,1.0026233513679208,8.344895833333334,9.404301381347585,0,88.73488305983614,0.6695411441848659,18.272177083333332,5.664834568787315,243.27045476904624
NC_NHC,15min,2016-10-10,-0.01372650359500212,-0.38101810847503126,0.356594121442282,1222.3931227376925,0.9991348871220458,-9.300873689882676,-11.803678385443742,-6.526086390894612,227.7763437750166,1.0122449206024848,16.193050126257862,11.803580174359722,20.14510210727186,232.7711802348635,1.013062817932291,8.665520833333334,9.809272590938996,0,88.34009609782721,0.5251477604945257,16.62540625,2.4040172364019496,241.0223480224869
NC_NHC,15min,2016-10-11,0.14535670421769778,-0.23154403602335533,0.5467976843556721,1481.101544635834,1.0006253313135618,-7.379094382262434,-9.297728671587954,-5.4175157806870855,513.8887144759824,1.0036048607717576,13.861348272441594,10.349765325708384,17.293955119654917,502.02800418269345,1.0029626592743448,8.8921875,10.106468118933192,0,87.9851140413891,0.45926869365066275,15.274052083333334,1.48432507266649,238.77589893731997
NC_NHC,15min,2016-10-12,0.2130489157305856,-0.15464309571851145,0.6040348083645728,1307.052515940196,1.0008840190417143,-6.8082359438558555,-8.858573362545169,-5.000583778448438,453.93904987755445,1.010926392341515,13.179204926835563,9.953284240022608,16.74783908918743,462.1296159447541,1.012060899178882,8.9003125,10.09243332717208,0,88.1879742126955,0.44159185257948247,15.13734375,1.298324736446847,236.53209537613728
NC_NHC,15min,2016-10-13,0.27232255254603893,-0.10114914039110168,0.6586078983317578,1165.576432840901,0.9987841800409468,-6.618045906901084,-8.456527183690582,-4.839082368207863,597.6784685888208,1.0042060906145909,12.872408989349974,9.514264385788955,16.196425484958233,623.85989141343,1.0046115842444732,8.785416666666666,9.976867448092925,0,88.05786698455131,0.4305282032691689,15.553208333333332,1.1909455182369366,234.2919292879324
NC_NHC,15min,2016-10-14,0.29011502961561697,-0.07667154692613637,0.6488654753783503,1295.118523689728,1.0012929084360462,-6.49531579200139,-8.409293628604514,-4.736149062259874,547.1185053954945,1.008630013028179,12.43116861670912,9.30007453225472,15.833949073469816,501.44067153136825,1.0090031566483015,8.686354166666666,9.923036553892873,0,87.53725857493644,0.41925405170648844,16.070489583333334,1.0881562938415121,232.05639573085028
