"","column_label","Site","taxonID","dateID","lengthClass","n_m2","total_mass_AFDMg_m2"
"1","1","forested","diptera_chironomidae_f",2021-10-14,4,150.64,0.235497206793818
"2","1","forested","diptera_chironomidae_f",2021-10-14,2,64.56,0.0147963939950506
"3","1","forested","diptera_chironomidae_f",2021-10-14,3,193.68,0.136474002720724
"4","1","forested","diptera_chironomidae_f",2021-05-24,2,365.84,0.0838462326386198
"5","1","forested","diptera_chironomidae_f",2021-05-24,5,53.8,0.156051685954648
"6","1","forested","diptera_chironomidae_f",2021-05-24,1,161.4,0.00542304
"7","1","forested","diptera_chironomidae_f",2021-05-24,4,107.6,0.168212290567013
"8","1","forested","diptera_chironomidae_f",2021-05-24,3,118.36,0.0834007794404427
"9","1","forested","diptera_chironomidae_f",2021-05-24,6,96.84,0.465449986155699
"10","1","forested","diptera_chironomidae_f",2021-06-09,3,32.28,0.0227456671201207
"11","1","forested","diptera_chironomidae_f",2021-06-09,6,32.28,0.155149995385233
"12","1","forested","diptera_chironomidae_f",2021-06-09,5,32.28,0.0936310115727891
"13","1","forested","diptera_chironomidae_f",2021-07-01,7,10.76,0.0792634770413889
"14","1","forested","diptera_chironomidae_f",2021-07-01,4,10.76,0.0168212290567013
"15","1","forested","diptera_chironomidae_f",2021-07-01,3,21.52,0.0151637780800805
"16","1","forested","diptera_chironomidae_f",2021-07-01,5,10.76,0.0312103371909297
"17","1","forested","diptera_chironomidae_f",2021-07-01,2,21.52,0.00493213133168352
"18","1","forested","diptera_chironomidae_f",2021-08-13,4,10.76,0.0168212290567013
"19","1","forested","diptera_chironomidae_f",2021-09-07,2,129.12,0.0295927879901011
"20","1","forested","diptera_chironomidae_f",2021-09-07,4,64.56,0.100927374340208
"21","1","forested","diptera_chironomidae_f",2021-09-07,3,64.56,0.0454913342402415
"22","1","forested","diptera_chironomidae_f",2021-09-07,5,10.76,0.0312103371909297
"23","1","forested","diptera_chironomidae_f",2021-10-14,5,96.84,0.280893034718367
"24","1","forested","diptera_chironomidae_f",2021-11-18,1,21.52,0.000723072
"25","1","forested","diptera_chironomidae_f",2021-11-18,7,10.76,0.0792634770413889
"26","1","forested","diptera_chironomidae_f",2021-11-18,2,129.12,0.0295927879901011
"27","1","forested","diptera_chironomidae_f",2021-11-18,4,107.6,0.168212290567013
"28","1","forested","diptera_chironomidae_f",2021-11-18,3,32.28,0.0227456671201207
"29","1","forested","diptera_chironomidae_f",2021-11-18,5,21.52,0.0624206743818594
"30","1","forested","diptera_chironomidae_f",2022-01-13,9,21.52,0.318004521903668
"31","1","forested","diptera_chironomidae_f",2022-01-13,6,10.76,0.0517166651284109
"32","1","forested","diptera_chironomidae_f",2022-03-04,2,32.28,0.00739819699752528
"33","1","forested","diptera_chironomidae_f",2022-03-04,5,53.8,0.156051685954648
"34","1","forested","diptera_chironomidae_f",2022-03-04,6,43.04,0.206866660513644
"35","1","forested","diptera_chironomidae_f",2022-03-04,4,21.52,0.0336424581134026
"36","1","forested","diptera_chironomidae_f",2022-03-21,8,10.76,0.114738934529316
"37","1","forested","diptera_chironomidae_f",2022-03-21,3,10.76,0.00758188904004024
"38","1","forested","diptera_chironomidae_f",2022-03-21,5,32.28,0.0936310115727891
"39","1","forested","diptera_chironomidae_f",2022-03-21,6,10.76,0.0517166651284109
"40","1","forested","diptera_chironomidae_f",2022-03-21,4,32.28,0.0504636871701039
"41","1","forested","diptera_chironomidae_f",2021-06-09,2,10.76,0.00246606566584176
"42","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,5,258.24,0.749048092582313
"43","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,2,1151.32,0.263869026245068
"44","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,7,32.28,0.237790431124167
"45","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,3,688.64,0.485240898562575
"46","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,4,570.28,0.891525140005169
"47","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,1,247.48,0.008315328
"48","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,0,21.52,0
"49","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,6,129.12,0.620599981540931
"50","2","stormwater dominated","diptera_chironomidae_sw",2021-05-24,8,21.52,0.229477869058632
"51","2","stormwater dominated","diptera_chironomidae_sw",2021-06-09,1,32.28,0.001084608
"52","2","stormwater dominated","diptera_chironomidae_sw",2021-06-09,2,129.12,0.0295927879901011
"53","2","stormwater dominated","diptera_chironomidae_sw",2021-06-09,4,161.4,0.25231843585052
"54","2","stormwater dominated","diptera_chironomidae_sw",2021-06-09,3,236.72,0.166801558880885
"55","2","stormwater dominated","diptera_chironomidae_sw",2021-06-09,5,182.92,0.530575732245805
"56","2","stormwater dominated","diptera_chironomidae_sw",2021-06-09,6,64.56,0.310299990770466
"57","2","stormwater dominated","diptera_chironomidae_sw",2021-07-01,2,32.28,0.00739819699752528
"58","2","stormwater dominated","diptera_chironomidae_sw",2021-07-01,3,21.52,0.0151637780800805
"59","2","stormwater dominated","diptera_chironomidae_sw",2021-07-01,4,10.76,0.0168212290567013
"60","2","stormwater dominated","diptera_chironomidae_sw",2021-08-13,3,742.44,0.523150343762777
"61","2","stormwater dominated","diptera_chironomidae_sw",2021-08-13,1,193.68,0.006507648
"62","2","stormwater dominated","diptera_chironomidae_sw",2021-08-13,2,710.16,0.162760333945556
"63","2","stormwater dominated","diptera_chironomidae_sw",2021-08-13,4,269,0.420530726417533
"64","2","stormwater dominated","diptera_chironomidae_sw",2021-08-13,6,53.8,0.258583325642055
"65","2","stormwater dominated","diptera_chironomidae_sw",2021-08-13,5,53.8,0.156051685954648
"66","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,5,32.28,0.0936310115727891
"67","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,4,118.36,0.185033519623714
"68","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,3,129.12,0.0909826684804829
"69","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,2,473.44,0.108506889297037
"70","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,0,32.28,0
"71","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,1,118.36,0.003976896
"72","2","stormwater dominated","diptera_chironomidae_sw",2021-09-07,6,21.52,0.103433330256822
"73","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,4,161.4,0.25231843585052
"74","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,3,225.96,0.159219669840845
"75","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,5,129.12,0.374524046291156
"76","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,2,215.2,0.0493213133168352
"77","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,1,21.52,0.000723072
"78","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,6,21.52,0.103433330256822
"79","2","stormwater dominated","diptera_chironomidae_sw",2021-10-14,7,10.76,0.0792634770413889
"80","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,2,172.16,0.0394570506534682
"81","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,7,21.52,0.158526954082778
"82","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,4,43.04,0.0672849162268052
"83","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,5,43.04,0.124841348763719
"84","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,3,32.28,0.0227456671201207
"85","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,1,21.52,0.000723072
"86","2","stormwater dominated","diptera_chironomidae_sw",2021-11-18,6,10.76,0.0517166651284109
"87","2","stormwater dominated","diptera_chironomidae_sw",2022-01-13,3,10.76,0.00758188904004024
"88","2","stormwater dominated","diptera_chironomidae_sw",2022-01-13,4,10.76,0.0168212290567013
"89","2","stormwater dominated","diptera_chironomidae_sw",2022-03-04,2,43.04,0.00986426266336704
"90","2","stormwater dominated","diptera_chironomidae_sw",2022-03-04,6,32.28,0.155149995385233
"91","2","stormwater dominated","diptera_chironomidae_sw",2022-03-04,4,75.32,0.117748603396909
"92","2","stormwater dominated","diptera_chironomidae_sw",2022-03-04,3,21.52,0.0151637780800805
"93","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,3,1119.04,0.788516460164185
"94","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,5,462.68,1.34204449920998
"95","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,1,473.44,0.015907584
"96","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,2,2453.28,0.562262971811921
"97","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,4,1301.96,2.03536871586086
"98","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,0,32.28,0
"99","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,6,96.84,0.465449986155699
"100","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,7,32.28,0.237790431124167
"101","3","wastewater dominated","diptera_chironomidae_ww",2021-05-24,8,10.76,0.114738934529316
"102","3","wastewater dominated","diptera_chironomidae_ww",2021-06-09,5,64.56,0.187262023145578
"103","3","wastewater dominated","diptera_chironomidae_ww",2021-06-09,3,96.84,0.0682370013603622
"104","3","wastewater dominated","diptera_chironomidae_ww",2021-06-09,7,32.28,0.237790431124167
"105","3","wastewater dominated","diptera_chironomidae_ww",2021-07-01,3,32.28,0.0227456671201207
"106","3","wastewater dominated","diptera_chironomidae_ww",2021-07-01,4,21.52,0.0336424581134026
"107","3","wastewater dominated","diptera_chironomidae_ww",2021-07-01,2,10.76,0.00246606566584176
"108","3","wastewater dominated","diptera_chironomidae_ww",2021-07-01,6,10.76,0.0517166651284109
"109","3","wastewater dominated","diptera_chironomidae_ww",2021-09-07,3,161.4,0.113728335600604
"110","3","wastewater dominated","diptera_chironomidae_ww",2021-09-07,4,64.56,0.100927374340208
"111","3","wastewater dominated","diptera_chironomidae_ww",2021-09-07,2,139.88,0.0320588536559429
"112","3","wastewater dominated","diptera_chironomidae_ww",2021-09-07,6,43.04,0.206866660513644
"113","3","wastewater dominated","diptera_chironomidae_ww",2021-09-07,5,53.8,0.156051685954648
"114","3","wastewater dominated","diptera_chironomidae_ww",2021-10-14,4,21.52,0.0336424581134026
"115","3","wastewater dominated","diptera_chironomidae_ww",2021-10-14,3,21.52,0.0151637780800805
"116","3","wastewater dominated","diptera_chironomidae_ww",2021-10-14,2,32.28,0.00739819699752528
"117","3","wastewater dominated","diptera_chironomidae_ww",2021-11-18,6,43.04,0.206866660513644
"118","3","wastewater dominated","diptera_chironomidae_ww",2021-11-18,4,150.64,0.235497206793818
"119","3","wastewater dominated","diptera_chironomidae_ww",2021-11-18,1,75.32,0.002530752
"120","3","wastewater dominated","diptera_chironomidae_ww",2021-11-18,3,193.68,0.136474002720724
"121","3","wastewater dominated","diptera_chironomidae_ww",2021-11-18,2,279.76,0.0641177073118858
"122","3","wastewater dominated","diptera_chironomidae_ww",2021-11-18,5,86.08,0.249682697527438
"123","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,3,43.04,0.030327556160161
"124","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,4,258.24,0.403709497360831
"125","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,2,53.8,0.0123303283292088
"126","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,6,86.08,0.413733321027288
"127","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,5,32.28,0.0936310115727891
"128","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,1,21.52,0.000723072
"129","3","wastewater dominated","diptera_chironomidae_ww",2022-03-04,7,10.76,0.0792634770413889
"130","3","wastewater dominated","diptera_chironomidae_ww",2021-08-13,6,10.76,0.0517166651284109
"131","3","wastewater dominated","diptera_chironomidae_ww",2021-08-13,3,10.76,0.00758188904004024
